# AK40-10 Torque/Current Verification Log
# Date: 2026-09-17 09:34:38
# Mode: MIT
# CAN ID: 1
# Kt_eff: 0.4816 Nm/A
# Gear Ratio: 10.0
# Input Mode: AMPS
# MIT Kp: 0.0
# MIT Kd: 0.5
# MIT v_des: 0.0
# MIT p_des: 0.0

time_s,target_current_A,actual_current_A,target_torque_Nm,actual_torque_Nm,position_rad,position_deg,speed_rad_s,speed_rpm,motor_temp_C,mos_temp_C,voltage_V,error_code,sweep_step
2.6868,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
2.7484,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
2.8026,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
2.8671,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
2.9228,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
2.9765,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.0256,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.0770,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.1347,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.1918,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.2530,0.50000,-0.00254,0.24080,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.3128,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.3716,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.4254,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.4836,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.5373,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.6054,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.6768,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.7394,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.8015,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.8818,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
3.9479,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.0237,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.0757,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.1370,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.2044,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.2859,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.3579,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.4295,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.4924,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.5766,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.6460,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.6988,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.7596,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.7955,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.8445,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.9053,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
4.9587,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.0148,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.0772,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.1506,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.2085,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.2702,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.3291,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.3740,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.4436,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.4975,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.5618,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
5.6214,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
