# AK40-10 Torque/Current Verification Log
# Date: 2026-09-17 09:33:44
# Mode: MIT
# CAN ID: 1
# Kt_eff: 0.4816 Nm/A
# Gear Ratio: 10.0
# Input Mode: AMPS
# MIT Kp: 0.0
# MIT Kd: 0.5
# MIT v_des: 0.0
# MIT p_des: 0.0

time_s,target_current_A,actual_current_A,target_torque_Nm,actual_torque_Nm,position_rad,position_deg,speed_rad_s,speed_rpm,motor_temp_C,mos_temp_C,voltage_V,error_code,sweep_step
0.0870,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.1560,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.2254,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.2897,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.3512,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.4112,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.4670,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.5137,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.5749,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.6237,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.6991,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.7644,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.8358,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.8920,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
0.9455,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.0022,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.0656,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.1325,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.2089,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.2661,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.3310,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.3887,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.4445,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.5025,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.5552,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.6173,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.6916,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.7661,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.8439,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
1.9188,0.00000,-0.00254,0.00000,-0.00122,0.36030,20.644,-0.03333,-0.318,25.0,25.0,0.0,0,
