# AK40-10 Torque/Current Verification Log
# Date: 2026-09-17 09:33:07
# Mode: MIT
# CAN ID: 2
# Kt_eff: 0.4816 Nm/A
# Gear Ratio: 10.0
# Input Mode: AMPS
# MIT Kp: 0.0
# MIT Kd: 0.5
# MIT v_des: 0.0
# MIT p_des: 0.0

time_s,target_current_A,actual_current_A,target_torque_Nm,actual_torque_Nm,position_rad,position_deg,speed_rad_s,speed_rpm,motor_temp_C,mos_temp_C,voltage_V,error_code,sweep_step
0.0795,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.1696,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.2710,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.3354,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.4082,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.4936,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.5879,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.6675,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.7700,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.8634,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
0.9422,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
1.0102,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
1.0990,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
1.1738,0.00000,0.00000,0.00000,0.00000,0.00000,0.000,0.00000,0.000,0.0,0.0,0.0,0,
