# AK40-10 Torque/Current Verification Log
# Date: 2026-09-17 09:35:38
# Mode: MIT
# CAN ID: 2
# Kt_eff: 0.4816 Nm/A
# Gear Ratio: 10.0
# Input Mode: AMPS
# MIT Kp: 0.0
# MIT Kd: 0.5
# MIT v_des: 0.0
# MIT p_des: 0.0

time_s,target_current_A,actual_current_A,target_torque_Nm,actual_torque_Nm,position_rad,position_deg,speed_rad_s,speed_rpm,motor_temp_C,mos_temp_C,voltage_V,error_code,sweep_step
43.5872,0.10000,0.07859,0.04816,0.03785,0.36107,20.688,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
43.7018,0.10000,0.08366,0.04816,0.04029,0.36221,20.753,0.10000,0.955,26.0,26.0,0.0,0,0.1000
43.7994,0.10000,0.10902,0.04816,0.05250,0.36297,20.797,-0.03333,-0.318,26.0,26.0,0.0,0,0.1000
43.8910,0.10000,0.09381,0.04816,0.04518,0.36336,20.819,0.01111,0.106,26.0,26.0,0.0,0,0.1000
43.9755,0.10000,0.08874,0.04816,0.04274,0.36336,20.819,0.10000,0.955,26.0,26.0,0.0,0,0.1000
44.0641,0.10000,0.08366,0.04816,0.04029,0.36297,20.797,-0.10000,-0.955,26.0,26.0,0.0,0,0.1000
44.1405,0.10000,0.05831,0.04816,0.02808,0.36336,20.819,0.01111,0.106,26.0,26.0,0.0,0,0.1000
44.2307,0.10000,0.11409,0.04816,0.05495,0.36336,20.819,-0.03333,-0.318,26.0,26.0,0.0,0,0.1000
44.3182,0.10000,0.09888,0.04816,0.04762,0.36336,20.819,0.03333,0.318,26.0,26.0,0.0,0,0.1000
44.4029,0.10000,0.07859,0.04816,0.03785,0.36336,20.819,-0.01111,-0.106,26.0,26.0,0.0,0,0.1000
44.4965,0.10000,0.07859,0.04816,0.03785,0.36336,20.819,-0.01111,-0.106,26.0,26.0,0.0,0,0.1000
44.5742,0.10000,0.09888,0.04816,0.04762,0.36336,20.819,0.07778,0.743,26.0,26.0,0.0,0,0.1000
44.6692,0.10000,0.05831,0.04816,0.02808,0.36336,20.819,-0.01111,-0.106,26.0,26.0,0.0,0,0.1000
44.7769,0.10000,0.10902,0.04816,0.05250,0.36336,20.819,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
44.8816,0.10000,0.09381,0.04816,0.04518,0.36336,20.819,0.05556,0.531,26.0,26.0,0.0,0,0.1000
44.9648,0.10000,0.05831,0.04816,0.02808,0.36336,20.819,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
45.0444,0.10000,0.07352,0.04816,0.03541,0.36336,20.819,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
45.1220,0.10000,0.08366,0.04816,0.04029,0.36336,20.819,-0.10000,-0.955,26.0,26.0,0.0,0,0.1000
45.2059,0.10000,0.08874,0.04816,0.04274,0.36336,20.819,0.05556,0.531,26.0,26.0,0.0,0,0.1000
45.2777,0.10000,0.09381,0.04816,0.04518,0.36336,20.819,-0.10000,-0.955,26.0,26.0,0.0,0,0.1000
45.3589,0.10000,0.08366,0.04816,0.04029,0.36336,20.819,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
45.4514,0.10000,0.07859,0.04816,0.03785,0.36336,20.819,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
45.5500,0.10000,0.05831,0.04816,0.02808,0.36336,20.819,0.03333,0.318,26.0,26.0,0.0,0,0.1000
45.6427,0.10000,0.05324,0.04816,0.02564,0.36336,20.819,0.03333,0.318,26.0,26.0,0.0,0,0.1000
45.7324,0.10000,0.07352,0.04816,0.03541,0.36336,20.819,-0.05556,-0.531,26.0,26.0,0.0,0,0.1000
45.8390,0.10000,0.06845,0.04816,0.03297,0.36336,20.819,-0.03333,-0.318,26.0,26.0,0.0,0,0.1000
45.9354,0.10000,0.08874,0.04816,0.04274,0.36336,20.819,-0.07778,-0.743,26.0,26.0,0.0,0,0.1000
46.0301,0.10000,0.07352,0.04816,0.03541,0.36336,20.819,-0.03333,-0.318,26.0,26.0,0.0,0,0.1000
46.1406,0.10000,0.08874,0.04816,0.04274,0.36336,20.819,-0.12222,-1.167,26.0,26.0,0.0,0,0.1000
46.2252,0.10000,0.10902,0.04816,0.05250,0.36336,20.819,0.05556,0.531,26.0,26.0,0.0,0,0.1000
46.3244,0.10000,0.06338,0.04816,0.03053,0.36336,20.819,-0.07778,-0.743,26.0,26.0,0.0,0,0.1000
46.4104,0.10000,0.07859,0.04816,0.03785,0.36336,20.819,-0.01111,-0.106,26.0,26.0,0.0,0,0.1000
46.4930,0.10000,0.07352,0.04816,0.03541,0.36336,20.819,0.01111,0.106,26.0,26.0,0.0,0,0.1000
46.5783,0.20000,0.15465,0.09632,0.07448,0.36488,20.906,-0.05556,-0.531,26.0,26.0,0.0,0,0.2000
46.6871,0.20000,0.14958,0.09632,0.07204,0.36908,21.147,0.14444,1.379,26.0,26.0,0.0,0,0.2000
